name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
Umma,05/20/2022,55.0,Horror,"Amanda and her daughter live a quiet life on an American farm,but when the remains of her estranged mother arrive from Korea,Amanda becomes haunted by the fear of turning into her own mother.",Umma,English,5220018.0,AU
The Pursuit of Happyness,01/11/2007,79.0,Drama,"A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.",The Pursuit of Happyness,English,55000000.0,AU
Diary of a Nymphomaniac,10/17/2008,55.0,"Drama,Romance","A chronicle of the life of a middle-class French girl's sexual adventures,her then fall into prostitution,and her ultimate redemption.",Diario de una ninfómana," Spanish,Castilian",127800000.0,ES
Proximity,05/15/2020,61.0,"Science Fiction,Drama","A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.",Proximity,English,87400000.0,US
Sucker Punch,04/07/2011,62.0,"Action,Fantasy,Thriller","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy,she envisions a plan which will help her escape from the mental facility.",Sucker Punch,English,75000000.0,AU
Rape Zombie: Lust of the Dead,02/26/2012,62.0,"Comedy,Horror","After a nuclear attack in Tokyo,the female population is attacked by infected males who have become sex-crazed zombies,hungry for human flesh. Officeworker Momoko and nurse Nozomi seek shelter in a Shinto Shrine,where they meet housewife Kanae and school girl Tamae. With no choices left to them,the group of girls decides to take a stand and arm themselves with assault rifles and explosives to fight off hordes of horny zombies. What is the secret to killing the zombies for good?",レイプゾンビ LUST OF THE DEAD,Japanese,130600000.0,JP
The Other Side of Heaven 2: Fire of Faith,06/28/2019,58.0,"Drama,Adventure","Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness,the Grobergs face their ultimate test of faith,only to find themselves surrounded by the love and prayers of thousands of Tongans. Barriers of inter religious strife are soon broken down as all unite in hopes of a miracle that will save the baby's life,as well as the life of a Tongan minister's son.",The Other Side of Heaven 2: Fire of Faith,English,134000000.0,US
The Expendables 2,08/30/2012,63.0,"Action,Adventure,Thriller","Mr. Church reunites the Expendables for what should be an easy paycheck,but when one of their men is murdered on the job,their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",The Expendables 2,English,100000000.0,AU
Edge of Tomorrow,06/05/2014,76.0,"Action,Science Fiction","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes,managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Edge of Tomorrow,English,178000000.0,AU
Veneciafrenia,04/22/2022,61.0,Horror,"A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.",Veneciafrenia," Spanish,Castilian",146500000.0,ES
Sinbad: Legend of the Seven Seas,07/03/2003,69.0,"Family,Animation,Adventure,Comedy,Fantasy,Action","The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace,and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",Sinbad: Legend of the Seven Seas,English,60000000.0,AU
50 Greatest Harry Potter Moments,07/27/2011,74.0,Documentary,"To mark the release two weeks ago of the eighth and final movie in the series,Robbie Coltrane narrates a countdown of the movie franchise's best moments. From Harry's first meeting with Ron and Hermione aboard the Hogwarts Express through to magical mysteries.",50 Greatest Harry Potter Moments,English,79500000.0,GB
Barbie in A Mermaid Tale,03/09/2010,72.0,"Animation,Family,Fantasy","Barbie stars as Merliah,a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother,the queen of Oceana.",Barbie in A Mermaid Tale,English,30400000.0,AU
Cyber Hell: Exposing an Internet Horror,05/18/2022,73.0,Documentary,"Anonymous and exploitative,a network of online chat rooms ran rampant with sex crimes. The hunt to take down its operators required guts and tenacity.",사이버 지옥: n번방을 무너뜨려라,Korean,53600000.0,KR
Dangerous Lesson,10/02/2020,53.0,Drama,"Kang-seo,a prestigious college student who lived as a tutor and a convenience store part-timer received a tutoring request one day. Kang-seo,who was tutoring the gangster's daughter,goes to bed with the gangster's newly remarried wife,and is soon threatened by the gangster.",위험한 과외,Korean,119600000.0,KR
The Voyeur,01/27/1994,49.0,"Drama,Romance","At a college in Rome,a professor,nicknamed Dodo is in a deep depression. His stunningly beautiful wife has just left him for another man. Dodo wants her back very badly and has erotic daydreams about her. A beautiful young student in his class asks him for a ride home and seduces the lucky man,but still he wonders about his wife and her lover.",L'uomo che guarda,Italian,152200000.0,IT
Thirteen Lives,07/29/2022,80.0,"Drama,Thriller,Action,Adventure","Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels,they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.",Thirteen Lives,English,55000000.0,US
Summit Fever,01/01/2023,56.0,Thriller,"A daring dream to scale the world's most challenging trio of mountains soon turns into a terrifying nightmare for a group of friends when a deadly storm traps the climbers near the summit and cuts off all hope of rescue. With the odds stacked against them,the friends are forced to trust each other to save themselves by any means necessary.",Summit Fever,English,115000000.0,AU
Kiki's Delivery Service,06/13/1991,78.0,"Animation,Family,Fantasy,Adventure","A young witch,on her mandatory year of independent life,finds fitting into a new community difficult while she supports herself by running an air courier service.",魔女の宅急便,Japanese,6900000.0,AU
Saint Seiya: Evil Goddess Eris,07/18/1987,71.0,"Action,Animation,Fantasy","When Seiya,Hyōga and Shun visit Saori (Athena) at the orphanage,they meet an employee called Eri. An orphan herself,Eri takes a liking to Hyōga and one night they sit outside watching the stars. They see a shooting star and Hyōga asks Eri to make a wish. After Hyōga leaves,however,Eri becomes powerfully attracted to the shooting star and wanders alone into the woods,where she finds a golden apple. She is then possessed by Eris,the Goddess of Discord,and kidnaps Athena,planning to use the golden apple to suck her energy out,fully reincarnate and take over the world. Eris leaves a message for the Bronze Saints,who set out for the goddess's temple which appears on the mountains. There,the heroes fight the five Ghost Saints: Maya of Sagitta,Orpheus of Lyra,Christ of the Southern Cross,Jan of Scutum (called by the Japanese name Tateza) and Jäger of Orion.",聖闘士星矢,Japanese,82840000.0,JP
The Wild,09/28/2006,55.0,"Family,Animation","An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free,his zoo pals must put aside their differences to help bring him back.",The Wild,English,80000000.0,AU
Saw 3D,10/26/2010,60.0,"Horror,Crime","(AKA- Saw: The Final Chapter)  As a deadly battle rages over Jigsaw's brutal legacy,a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen,a man whose own dark secrets unleash a new wave of terror.",Saw 3D,English,17000000.0,AU
Justice League: The Flashpoint Paradox,07/30/2013,79.0,"Science Fiction,Animation,Action,Adventure","The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.",Justice League: The Flashpoint Paradox,English,3500000.0,US
Mortal Kombat Legends: Scorpion's Revenge,05/20/2020,82.0,"Animation,Action,Fantasy","After the vicious slaughter of his family by stone-cold mercenary Sub-Zero,Hanzo Hasashi is exiled to the torturous Netherrealm. There,in exchange for his servitude to the sinister Quan Chi,he’s given a chance to avenge his family – and is resurrected as Scorpion,a lost soul bent on revenge. Back on Earthrealm,Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang,Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this,they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",Mortal Kombat Legends: Scorpion's Revenge,English,152800000.0,AU
David and Goliath,03/13/2015,60.0,"Action,Adventure,Drama,Fantasy","The big-budget,epic film on young King David who took on the mighty warrior Goliath against all odds.",David and Goliath,English,245000000.0,US
Blitz,07/01/2011,62.0,"Crime,Action,Thriller","A tough cop is dispatched to take down a serial killer who has been targeting police officers.",Blitz,English,15774948.0,AU
The Last Zombie,12/02/2021,65.0,Horror,"A genetics specialist is sent to stay in a coastal inn to find the origin of an infection that has started spreading slowly.",El último zombi," Spanish,Castilian",89000000.0,AR
Meet the Robinsons,03/23/2007,69.0,"Animation,Comedy,Family","Lewis,a brilliant young inventor,is keen on creating a time machine to find his mother,who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",Meet the Robinsons,English,150000000.0,AU
Edward Scissorhands,01/09/1991,77.0,"Fantasy,Drama,Romance","A small suburban town receives a visit from a castaway unfinished science experiment named Edward.",Edward Scissorhands,English,20000000.0,AU
The Matrix Revolutions,11/05/2003,67.0,"Adventure,Action,Thriller,Science Fiction","The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.",The Matrix Revolutions,English,150000000.0,AU
Old People,10/07/2022,57.0,Horror,"A woman who's returned home with her two kids to attend her sister's wedding must suddenly defend their lives against older people on a killing spree.",Old People,German,103600000.0,DE
Hot Seat,07/01/2022,56.0,Thriller,"An ex-hacker is forced to break into high-level banking institutions,another man must try to penetrate the booby-trapped building to get the young man off the hot seat.",Hot Seat,English,115000000.0,US
Anastasia,06/25/1998,76.0,"Animation,Family,Fantasy,Adventure","This animated adventure spins a more optimistic twist on the long-mythicized story of the lost daughter of Russia's last czar. A wicked sorcerer places a curse on the Romanov family,and Anastasia is separated from them during their attempts to escape from a rowdy revolt seizing their palace. Years later,after growing up with amnesia in an orphanage,Anya encounters two Russian men seeking a reward offered by the Dowager Empress Marie,for the return of her missing granddaughter. They decide to travel together to visit the Empress in Paris. Will Anya finally be reunited with her remaining family and find a loving home at last?",Anastasia,English,53000000.0,AU
"Barbie: Big City,Big Dreams",08/20/2021,70.0,"Animation,Music,Family","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends,the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square,the friends discover competition isn’t all about winning,it’s about striving to be your best,overcoming doubts,and sharing the spotlight.","Barbie: Big City,Big Dreams",English,128000000.0,GB
The Grey,02/16/2012,66.0,"Drama,Thriller,Action,Adventure","Following a grueling five-week shift at an Alaskan oil refinery,workers led by sharpshooter John Ottway,are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness,and only eight men,including Ottway,survive. As they trek southward toward civilization and safety,Ottway and his companions must battle mortal injuries,the icy elements,and a pack of hungry wolves.",The Grey,English,25000000.0,AU
Come Play With Me,02/25/2021,69.0,Horror,"Sofia,an insecure young woman,begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",Juega Conmigo," Spanish,Castilian",52000048.0,MX
Dumb and Dumber To,01/01/2015,56.0,Comedy,"20 years since their first adventure,Lloyd and Harry go on a road trip to find Harry's newly discovered daughter,who was given up for adoption.",Dumb and Dumber To,English,40000000.0,AU
Alvin and the Chipmunks: The Squeakquel,12/26/2009,56.0,"Comedy,Family,Animation,Fantasy,Music","Pop sensations Alvin,Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school,and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany,Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",Alvin and the Chipmunks: The Squeakquel,English,70000000.0,AU
Never Back Down,03/27/2008,68.0,"Drama,Action","Jake,full of anger after his father's death,is just starting to find a place for himself at his new Orlando high school - until Ryan,head of an underground MMA fight club,picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school,Jake begins training under the firm,moral guidance of a MMA master,where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying,once and for all.",Never Back Down,English,21000000.0,AU
The Misfits,07/29/2021,55.0,"Action,Thriller","After being recruited by a group of unconventional thieves,renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",The Misfits,English,4000000.0,AU
Sooryavanshi,11/05/2021,58.0,"Action,Crime,Thriller","A fearless,faithful albeit slightly forgetful Mumbai cop,Veer Sooryavanshi,the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",Sooryavanshi,Hindi,13000000.0,AU
Spoiler Alert,02/09/2023,74.0,"Comedy,Drama,Romance","Journalist Michael Ausiello embarks on a rollercoaster ride of emotions when Kit Cowan,his partner of 14 years,is diagnosed with terminal cancer.",Spoiler Alert,English,90000000.0,AU
The Patriot,07/20/2000,72.0,"Drama,History,War,Action","After proving himself on the field of battle in the French and Indian War,Benjamin Martin wants nothing more to do with such things,preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation,America,against the British,Benjamin reluctantly returns to his old life to protect his son.",The Patriot,English,110000000.0,AU
Saint Seiya: Warriors of the Final Holy Battle,03/18/1989,73.0,"Action,Animation,Fantasy","The plot involves the coming of Lucifer to the Sanctuary,where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace,placing herself in peril. The Bronze Saints must then come to her rescue,destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",聖闘士星矢 最終聖戦の戦士たち,Japanese,122200000.0,JP
London Has Fallen,03/17/2016,62.0,"Action,Thriller","In London for the Prime Minister's funeral,Mike Banning discovers a plot to assassinate all the attending world leaders.",London Has Fallen,English,60000000.0,AU
Ghost in the Shell,03/30/2017,61.0,"Action,Crime,Mystery,Science Fiction,Thriller","In the near future,Major is the first of her kind: a human saved from a terrible crash,then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",Ghost in the Shell,English,110000000.0,AU
Rocky V,12/26/1990,58.0,Drama,"A lifetime of taking shots has ended Rocky’s career,and a crooked accountant has left him broke. Inspired by the memory of his trainer,however,Rocky finds glory in training and takes on an up-and-coming boxer.",Rocky V,English,42000000.0,AU
Seobok: Project Clone,04/15/2021,73.0,"Science Fiction,Action","A former intelligence agent gets involved with the first human clone,Seobok,who others seek,causing trouble.",서복,Korean,161200000.0,KR
The Legend of La Llorona,10/21/2011,78.0,"Family,Animation,Fantasy,Horror","Based on a famous Mexican legend,a group of kids must stop the ghost of a woman whose guilt over the drowning of her own children leads her to abduct youngsters who wander the woods at night.",La Leyenda de la Llorona," Spanish,Castilian",90600000.0,MX
Flushed Away,12/21/2006,62.0,"Adventure,Animation,Comedy,Family","London high-society mouse,Roddy is flushed down the toilet by Sid,a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis,where Roddy meets the resourceful Rita,the rodent-hating Toad and his faithful thugs,Spike and Whitey.",Flushed Away,English,149000000.0,AU
Diary of a Wimpy Kid,12/03/2021,63.0,"Animation,Comedy,Family","Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.",Diary of a Wimpy Kid,English,15000000.0,AU
Texas Chainsaw 3D,01/04/2013,55.0,"Horror,Thriller","A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots,she finds she is the sole owner of a lavish,isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",Texas Chainsaw 3D,English,20000000.0,US
Star Trek,05/07/2009,74.0,"Science Fiction,Action,Adventure","The fate of the galaxy rests in the hands of bitter rivals. One,James Kirk,is a delinquent,thrill-seeking Iowa farm boy. The other,Spock,a Vulcan,was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason,their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger,boldly going where no one has gone before. The human adventure has begun again.",Star Trek,English,140000000.0,AU
Planes,09/19/2013,59.0,"Animation,Family,Adventure,Comedy","Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends,Dusty sets off to make his dreams come true.",Planes,English,50000000.0,AU
Something the Lord Made,05/30/2004,78.0,"TV Movie,Drama","A dramatization of the relationship between heart surgery pioneers Alfred Blalock and Vivien Thomas.",Something the Lord Made,English,127200000.0,US
Blade,10/08/1998,68.0,"Horror,Action","The Daywalker known as Blade - a half-vampire,half-mortal man - becomes the protector of humanity against an underground army of vampires.",Blade,English,45000000.0,AU
Seed of Chucky,11/12/2004,54.0,"Comedy,Horror,Thriller","This time around,Chucky and his homicidal honey,Tiffany,are brought back to life by their orphan offspring,Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",Seed of Chucky,English,29000000.0,US
Men in Black 3,05/24/2012,65.0,"Action,Comedy,Science Fiction","Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black,but nothing,not even aliens,perplexes him as much as his wry,reticent partner. But when K's life and the fate of the planet are put at stake,Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner,the agency,and the future of humankind.",Men in Black 3,English,215000000.0,AU
Skyfall,11/22/2012,72.0,"Action,Adventure,Thriller","When Bond's latest assignment goes gravely wrong,agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory,the new Chairman of the Intelligence and Security Committee,it's up to Bond,aided only by field agent Eve,to locate the mastermind behind the attack.",Skyfall,English,200000000.0,AU
Final: The Rapture,09/13/2013,44.0,Thriller,"A gritty,international tale of four separate stories woven together by a common theme: the Rapture.",Final: The Rapture,English,1543757.3,US
Father Stu,05/12/2022,73.0,Drama,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career,Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk,he meets Carmen,a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over,the longtime agnostic starts going to church to impress her. However,a motorcycle accident leaves him wondering if he can use his second chance to help others,leading to the surprising realization that he's meant to be a Catholic priest.",Father Stu,English,4000000.0,AU
Young Sister-in-Law 3,12/05/2017,57.0,Romance,"A young wife heads to her husband's office where the unexpected ensues.",어린 형수 3,Korean,117600000.0,KR
The Fox and the Hound,12/26/1981,71.0,"Adventure,Animation,Drama,Family","When a feisty little fox named Tod is adopted into a farm family,he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",The Fox and the Hound,English,12000000.0,AU
Alice no Mundo da Internet,08/05/2022,36.0,"Adventure,Fantasy,Family","After a problem with her computer,a tween YouTuber gets stuck in a digital world inhabited by quirky characters,including the evil Queen of Bots.",Alice no Mundo da Internet,Portuguese,47270000.0,BR
Snow White and the Huntsman,06/21/2012,60.0,"Adventure,Fantasy,Drama","After the Evil Queen marries the King,she performs a violent coup in which the King is murdered and his daughter,Snow White,is taken captive. Almost a decade later,a grown Snow White is still in the clutches of the Queen. In order to obtain immortality,The Evil Queen needs the heart of Snow White. After Snow escapes the castle,the Queen sends the Huntsman to find her in the Dark Forest.",Snow White and the Huntsman,English,170000000.0,AU
Last Shift,10/06/2015,62.0,"Horror,Mystery","Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances,Jessica comes to learn that it's more than just an outdated station,it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",Last Shift,English,134000000.0,US
Guinea Pig: Devil's Experiment,09/04/1985,47.0,Horror,"A group of guys capture a young girl with the intent of hurting her. They torture her in many ways,from beating her to putting a sharp piece of needle-like metal through her eye which pierces across her retina.",ギニーピッグ 悪魔の実験,Japanese,57800000.0,US
The Walk,06/10/2022,66.0,Drama,"In 1974,a Boston Irish cop confronts fierce social pressure after being assigned to protect black high school students as they are bused into all-white South Boston High.",The Walk,English,35000000.0,US
Outside the Wire,01/15/2021,64.0,"Thriller,Action,Science Fiction","In the near future,a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",Outside the Wire,English,94800000.0,AU
Whisper of the Heart,01/18/2006,79.0,"Animation,Drama,Family","Shizuku lives a simple life,dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",耳をすませば,Japanese,128800000.0,AU
Private Lesson,12/16/2022,69.0,"Comedy,Romance","Posing as a private tutor,Azra secretly coaches students on achieving their goals in life and love — but not without a few bumps in the road.",Özel Ders,Turkish,73480000.0,TR
Monsters vs Aliens,04/02/2009,62.0,"Animation,Family,Adventure,Science Fiction","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day,she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan,secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",Monsters vs Aliens,English,175000000.0,AU
Legally Blonde,10/26/2001,67.0,"Comedy,Romance","Elle Woods,a fashionable sorority queen,is dumped by her boyfriend. She decides to follow him to law school,but while there,she figures out that there is more to herself than just looks.",Legally Blonde,English,18000000.0,AU
Norbit,02/22/2007,56.0,Comedy,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams,and schemes to find a way to be with her.",Norbit,English,10000000.0,AU
Superman,12/21/1978,71.0,"Science Fiction,Action,Adventure","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush,Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",Superman,English,55000000.0,AU
Sneakers,10/29/1992,69.0,"Comedy,Crime,Drama","When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius,they uncover a bigger conspiracy. Now,he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",Sneakers,English,23000000.0,AU
The Apocalypse,12/09/2000,53.0,"Fantasy,Drama,History","While Emperor Domitian persecutes the Christians,the aged apostle John has prophetic visions.",The Apocalypse,English,84600000.0,DE
Full Metal Jacket,12/11/1987,81.0,"Drama,War","A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.",Full Metal Jacket,English,30000000.0,AU
The Hunchback of Notre Dame,09/12/1996,71.0,"Drama,Animation,Family","At the urging of his gargoyle pals,Quasimodo leaves Notre Dame tower against the wishes of his guardian,the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend,a Romani woman named Esmeralda,who entrusts him with a secret. When the secret is revealed,Quasi soon finds himself fighting to save the people and city he loves.",The Hunchback of Notre Dame,English,100000000.0,AU
Megalodon,12/12/2018,56.0,"Action,Science Fiction,Horror,TV Movie","A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark,forced to use only what they have on board to defend themselves from the monstrous beast.",Megalodon,English,130178.0,AU
War of the Worlds,06/29/2005,65.0,"Adventure,Thriller,Science Fiction","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit,a strange and powerful lightning storm touches down.",War of the Worlds,English,132000000.0,AU
Ticket to Paradise,09/15/2022,68.0,"Romance,Comedy","A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.",Ticket to Paradise,English,60000000.0,AU
Back to the Future Part II,12/07/1989,78.0,"Adventure,Comedy,Science Fiction","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight,Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",Back to the Future Part II,English,40000000.0,AU
I'm innocent,01/15/2023,66.0,Comedy,"Sofia leads an austere life as a housekeeper,wanting to save every penny to support her grandmother and siblings. A day like any other,she finds herself involved in a crime scene in a hotel room. She's innocent,but her prints are everywhere.",Soy inocente,English,54000000.0,PE
Life,03/23/2017,64.0,"Horror,Science Fiction,Mystery,Thriller","The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life,which proves more intelligent than ever expected.",Life,English,75000000.0,AU
Life,03/23/2017,64.0,"Horror,Science Fiction,Mystery,Thriller","The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life,which proves more intelligent than ever expected.",Life,English,58000000.0,AU
The Bribe of Heaven,03/17/2016,69.0,Comedy,"In a small Catholic village,the community stands against the local priest when the latter refuses to offer a funeral mass for a suicide victim. In reprisal,the priest denies the sacraments to the entire town,until the family of the deceased remove the body from the catholic graveyard.",El soborno del cielo," Spanish,Castilian",103740000.0,CO
To All the Boys I've Loved Before,08/17/2018,77.0,"Comedy,Romance","Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.",To All the Boys I've Loved Before,English,105800000.0,AU
I Spit on Your Grave 2,09/20/2013,63.0,"Thriller,Horror,Crime","Naturally beautiful,Katie has just settled into New York where she,like many other young women,is trying to make it as a model. But what starts out as an innocent and simple photo shoot soon turns into something disturbingly unthinkable! Raped,tortured and kidnapped to a foreign country,Jessica is buried alive and left to die. Against all odds,she manages to escape. Severely injured,she will have to tap into the darkest places of the human psyche to not only survive,but to exact her revenge…",I Spit on Your Grave 2,English,36708224.0,US
"Ruby Gillman,Teenage Kraken",06/30/2023,0.0,"Animation,Family,Fantasy,Comedy","A shy teenager discovers that she's part of a legendary royal lineage of mythical sea krakens and that her destiny,in the depths of the oceans,is bigger than she ever dreamed.","Ruby Gillman,Teenage Kraken",English,264940000.0,US
No Strings Attached,02/10/2011,63.0,"Comedy,Romance","Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing,can sex friends stay best friends?",No Strings Attached,English,25000000.0,AU
Candyman,08/26/2021,61.0,"Horror,Mystery,Thriller","Anthony and his partner move into a loft in the now gentrified Cabrini-Green. After a chance encounter with an old-timer exposes Anthony to the true story behind Candyman,he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",Candyman,English,25000000.0,AU
Dog Gone,01/13/2023,63.0,"Family,Adventure,Drama","When his beloved dog goes missing,a young man embarks on an incredible search with his parents to find him and give him life-saving medication.",Dog Gone,English,113800000.0,US
The Punisher,06/03/2004,63.0,"Action,Crime,Drama","When undercover FBI agent Frank Castle's wife and son are slaughtered,he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",The Punisher,English,33000000.0,AU
Death on the Nile,02/10/2022,65.0,"Mystery,Drama,Crime,Thriller,Action,Adventure","Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.",Death on the Nile,English,90000000.0,AU
Deuce Bigalow: Male Gigolo,01/06/2000,59.0,Comedy,"Deuce Bigalow is a less than attractive,down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself,taking on an unusual mix of female clients. He encounters a couple of problems,though. He falls in love with one of his unusual clients,and a sleazy police officer is hot on his trail.",Deuce Bigalow: Male Gigolo,English,18000000.0,AU
Lilo & Stitch 2: Stitch Has a Glitch,08/29/2005,66.0,"Animation,Family,Comedy,Science Fiction","Now,we find the rowdy extraterrestrial getting used to life with his new ʻohana. However,a malfunction in the ultimate creation of Dr. Jumba soon emerges,which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",Lilo & Stitch 2: Stitch Has a Glitch,English,126000000.0,US
The Shining,11/13/1980,82.0,"Horror,Thriller","Jack Torrance accepts a caretaker job at the Overlook Hotel,where he,along with his wife Wendy and their son Danny,must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",The Shining,English,19000000.0,AU
