name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
Limitless,03/08/2011,72.0,"Thriller,Mystery,Science Fiction","A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret smart drug that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",Limitless,English,27000000.0,AU
The Killer,07/13/2022,79.0,"Action,Crime,Thriller","When retired hitman’s wife goes on vacation with her friend,she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents,but then they are found dead and the girl is kidnapped.",더 킬러: 죽어도 되는 아이,Korean,117460000.0,KR
Just Go with It,03/31/2011,67.0,"Comedy,Romance","A plastic surgeon,romancing a much younger schoolteacher,enlists his loyal assistant to pretend to be his soon to be ex-wife,in order to cover up a careless lie. When more lies backfire,the assistant's kids become involved,and everyone heads off for a weekend in Hawaii that will change all their lives.  A remake of Cactus Flower (1969).",Just Go with It,English,80000000.0,AU
Hustle,06/08/2022,78.0,"Drama,Comedy","After discovering a once-in-a-lifetime player with a rocky past abroad,a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds,they have one final shot to prove they have what it takes to make it in the NBA.",Hustle,English,115091336.0,AU
Dynasty Warriors,04/27/2021,62.0,"Action,Adventure,Fantasy","In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty,and heroes from all over the country begin to rise.",真・三國無双,Cantonese,38504400.0,HK
Kung Fu Panda 2,06/23/2011,69.0,"Animation,Family","Po is now living his dream as The Dragon Warrior,protecting the Valley of Peace alongside his friends and fellow kung fu masters,The Furious Five - Tigress,Crane,Mantis,Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain,who plans to use a secret,unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",Kung Fu Panda 2,English,150000000.0,AU
The Notebook,10/14/2004,79.0,"Romance,Drama","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook,the old man's words bring to life the story about a couple who is separated by World War II,and is then passionately reunited,seven years later,after they have taken different paths.",The Notebook,English,30000000.0,AU
Selena Gomez: My Mind & Me,11/02/2022,82.0,"Documentary,Music","After years in the limelight,Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak,an unexpected turn pulls her into darkness. This uniquely raw and intimate documentary spans her six-year journey into a new light.",Selena Gomez: My Mind & Me,English,157000000.0,US
Superbad,09/20/2007,72.0,Comedy,"Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.",Superbad,English,17500000.0,AU
Old,07/22/2021,64.0,"Thriller,Mystery,Horror","A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.",Old,English,18000000.0,AU
A Whisker Away,06/18/2020,80.0,"Animation,Drama,Romance,Fantasy","Miyo Muge Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day,but he takes no notice of her. Nevertheless,while carrying a secret she can tell no one,Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento,but eventually it may also make her unable to transform back to a human.",泣きたい私は猫をかぶる,Japanese,128600000.0,AU
Sing,11/23/2016,71.0,"Animation,Comedy,Family,Music","A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.",Sing,English,75000000.0,AU
Sing,11/23/2016,71.0,"Animation,Comedy,Family,Music","A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.",Sing,English,84000.0,AU
Kung Fu Panda 3,03/24/2016,69.0,"Action,Adventure,Animation,Comedy,Family","Continuing his legendary adventures of awesomeness,Po must face two hugely epic,but different threats: one supernatural and the other a little closer to his home.",Kung Fu Panda 3,English,140000000.0,AU
"The Gangster,the Cop,the Devil",05/15/2019,77.0,"Crime,Action,Adventure","After barely surviving a violent attack by an elusive serial killer,crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",악인전,Korean,47065700.0,KR
Lady Chatterley's Lover,10/14/2022,68.0,"Drama,Romance","Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.",Lady Chatterley's Lover,English,68800000.0,GB
The Great Wall,02/16/2017,60.0,"Action,Adventure,Fantasy","European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.",The Great Wall,English,150000000.0,AU
Monster Pets: A Hotel Transylvania Short,04/02/2021,74.0,"Animation,Comedy,Fantasy","Drac tries out some new monster pets to help occupy Tinkles for playtime.",Monster Pets: A Hotel Transylvania Short,English,128400000.0,US
Aladdin,05/24/2019,71.0,"Adventure,Fantasy,Romance,Family","A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.",Aladdin,English,182000000.0,AU
Aladdin,05/24/2019,71.0,"Adventure,Fantasy,Romance,Family","A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.",Aladdin,English,28000000.0,AU
The Jungle Book,12/18/1968,73.0,"Family,Animation,Adventure","The boy Mowgli makes his way to the man-village with Bagheera,the wise panther. Along the way he meets jazzy King Louie,the hypnotic snake Kaa and the lovable,happy-go-lucky bear Baloo,who teaches Mowgli The Bare Necessities of life and the true meaning of friendship.",The Jungle Book,English,175000000.0,AU
The Jungle Book,12/18/1968,73.0,"Family,Animation,Adventure","The boy Mowgli makes his way to the man-village with Bagheera,the wise panther. Along the way he meets jazzy King Louie,the hypnotic snake Kaa and the lovable,happy-go-lucky bear Baloo,who teaches Mowgli The Bare Necessities of life and the true meaning of friendship.",The Jungle Book,English,27000000.0,AU
A Silent Voice: The Movie,04/06/2017,84.0,"Animation,Drama","Shouya Ishida starts bullying the new girl in class,Shouko Nishimiya,because she is deaf. But as the teasing continues,the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school,Shouko and Shouya do not speak to each other again... until an older,wiser Shouya,tormented by his past behaviour,decides he must see Shouko once more. He wants to atone for his sins,but is it already too late...?",映画 聲の形,Japanese,2937023.8,AU
Solomon and Sheba,12/25/1959,64.0,"History,Romance","Under the rule of King David,Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son,Solomon,as his successor,but David's  elder son Prince Adonijah,a warrior,declares himself King. When David learns of this,he publicly announces Solomon to be his successor. Adonijah and Joab,his general,withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile,Prince Adonijah,now banished,also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.",Solomon and Sheba,English,5000000.0,US
The Incredibles,12/26/2004,77.0,"Action,Adventure,Animation,Family","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment,it's time to get back into costume.",The Incredibles,English,92000000.0,AU
Don't Worry Darling,09/30/2022,69.0,"Thriller,Mystery,Science Fiction","Alice and Jack are lucky to be living in the idealized community of Victory,the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear,exposing flashes of something much more sinister lurking beneath the attractive façade,Alice can’t help questioning exactly what they’re doing in Victory,and why.",Don't Worry Darling,English,35000000.0,AU
